bathrooms,bedrooms,city,finishedSqFt,id,image,latitude,longitude,lotSizeSqFt,numFloors,numRooms,parkingType,price,school,state,street,useCode,yearBuilt,zipcode,zpid
2.5,3,Chula Vista,1917,345,https://photos.zillowstatic.com/p_d/ISinxckdm6j03n0000000000.jpg,32.615352,-116.994713,3898,,7,,564640,Olympian High School,CA,1356 Pershing Rd,SingleFamily,2012,91913,102972211
2.5,3,CHULA VISTA,1615,346,https://photos.zillowstatic.com/p_d/ISyf2wxq8r1dro0000000000.jpg,32.625394,-116.991325,3998,,,,494429,Olympian High School,CA,1527 Gold Run Rd,SingleFamily,2001,91913,52523235
2.5,3,CHULA VISTA,1649,347,https://photos.zillowstatic.com/p_d/IS6id0ltjrqk2q0000000000.jpg,32.625241,-116.991929,10890,2,,,522699,Olympian High School,CA,1508 Westmorland St,SingleFamily,2001,91913,52523236
3.0,3,CHULA VISTA,1549,348,,32.621192,-116.999799,4992,2,,,521063,Olympian High School,CA,1353 Fieldbrook St,SingleFamily,2002,91913,54053250
3.0,3,CHULA VISTA,1598,349,https://photos.zillowstatic.com/p_d/ISuom6taqmkvit1000000000.jpg,32.621369,-116.997652,3350,2,,"Garage - Attached, Off-street",517606,Olympian High School,CA,1401 Fieldbrook St,SingleFamily,2002,91913,54483659
2.5,3,CHULA VISTA,1408,350,,32.621395,-116.997536,3998,,,,499226,Olympian High School,CA,1405 Fieldbrook St,SingleFamily,2002,91913,54484159
3.0,4,CHULA VISTA,2407,351,,32.619707,-116.99855,6250,,,,631776,Olympian High School,CA,1417 Carneros Valley St,SingleFamily,2002,91913,54704847
3.5,5,CHULA VISTA,2500,352,https://photos.zillowstatic.com/p_d/ISuwoti6nftibg0000000000.jpg,32.619338,-116.998221,4791,,,,639774,Olympian High School,CA,1422 Carneros Valley St,SingleFamily,2002,91913,54907639
3.5,5,Chula Vista,2500,353,https://photos.zillowstatic.com/p_d/ISmmbqcdyx57ew0000000000.jpg,32.61898,-116.999507,7501,,,,646327,Olympian High School,CA,1409 Weaverville St,SingleFamily,2003,91913,54907663
4.0,5,CHULA VISTA,2500,354,,32.618568,-116.998873,7501,2,,Garage - Attached,644884,Olympian High School,CA,1424 Weaverville St,SingleFamily,2002,91913,54907669
3.5,5,CHULA VISTA,2500,355,,32.618774,-117.001315,4791,2,,,633627,Olympian High School,CA,1371 Pearson Springs Ct,SingleFamily,2003,91913,54907686
3.0,5,San Diego,2383,356,,32.851698,-117.211562,7100,,,Garage - Attached,991334,University City High School,CA,3521 Stetson Ave,SingleFamily,1965,92122,16844342
2.0,3,SAN DIEGO,1288,357,https://photos.zillowstatic.com/p_d/ISeciudeyib9av0000000000.jpg,32.844897,-117.217396,16552,1,,"Garage - Attached, Off-street",800249,University City High School,CA,3151 Carnegie Pl,SingleFamily,1963,92122,17191650
3.0,4,San Diego,2286,358,,32.86896,-117.209258,7400,2,,Garage - Attached,1068958,University City High School,CA,8984 Montrose Way,SingleFamily,1978,92122,16836704
2.0,3,SAN DIEGO,1468,359,https://photos.zillowstatic.com/p_d/ISir8sudbuzhh30000000000.jpg,32.853305,-117.218862,7501,,,,785746,University City High School,CA,3146 Briand Ave,SingleFamily,1962,92122,16841991
2.0,3,SAN DIEGO,1440,360,https://photos.zillowstatic.com/p_d/ISe4cwo8sqken40000000000.jpg,32.852161,-117.218525,8100,1,8,Garage - Attached,791750,University City High School,CA,3139 Ducommun Ave,SingleFamily,1963,92122,16842040
2.0,3,SAN DIEGO,1909,361,https://photos.zillowstatic.com/p_d/ISirwynfxaausk1000000000.jpg,32.852511,-117.219161,6534,1,6,,832809,University City High School,CA,3118 Ducommun Ave,SingleFamily,1963,92122,16842048
2.0,4,SAN DIEGO,1564,362,https://photos.zillowstatic.com/p_d/ISma6um3kw1y7g0000000000.jpg,32.852634,-117.217622,7501,1,8,Garage - Attached,862029,University City High School,CA,3174 Ducommun Ave,SingleFamily,1963,92122,16842064
3.0,4,SAN DIEGO,1800,363,https://photos.zillowstatic.com/p_d/IS6ypk95a9idac0000000000.jpg,32.851632,-117.224915,9500,1,7,"Garage - Attached, On-street",936688,University City High School,CA,2879 Angell Ave,SingleFamily,1964,92122,16842080
3.0,4,SAN DIEGO,2281,364,https://photos.zillowstatic.com/p_d/ISijawwkt15w691000000000.jpg,32.851905,-117.225955,10890,2,,,984150,University City High School,CA,2831 Angell Ave,SingleFamily,1964,92122,16842112
3.0,4,SAN DIEGO,2266,365,,32.851264,-117.226267,6098,2,,,1073825,University City High School,CA,6191 Arnoldson Ct,SingleFamily,1969,92122,16842127
3.0,4,SAN DIEGO,2120,366,https://photos.zillowstatic.com/p_d/ISusd6mvgpsxjv1000000000.jpg,32.85147,-117.224206,7501,,,,1034190,University City High School,CA,6232 Stresemann St,SingleFamily,1977,92122,16842154
3.0,4,SAN DIEGO,2800,367,https://photos.zillowstatic.com/p_d/ISa9dxwvgvfiho0000000000.jpg,32.858586,-117.223386,5369,2,4,Garage - Attached,1187337,University City High School,CA,4226 Caminito Terviso,SingleFamily,1985,92122,16842433
3.0,3,SAN DIEGO,1800,368,https://photos.zillowstatic.com/p_d/ISmaahbh6mtj0d0000000000.jpg,32.856854,-117.226024,7501,,,,1002160,University City High School,CA,4005 Caminito Terviso,SingleFamily,1988,92122,16842511
3.0,4,SAN DIEGO,2439,369,https://photos.zillowstatic.com/p_d/ISqdnsc7xikwrh1000000000.jpg,32.856039,-117.227468,6211,2,11,"Garage - Attached, Off-street, On-street",1156212,University City High School,CA,3906 Caminito Cassis,SingleFamily,1988,92122,16842541
3.0,3,SAN DIEGO,1630,370,,32.858925,-117.227925,3998,2,,Garage - Detached,869864,University City High School,CA,7245 Caminito Pantoja,SingleFamily,1988,92122,16843072
3.0,3,San Diego,1323,371,https://photos.zillowstatic.com/p_d/ISyfuloi91wjha1000000000.jpg,32.85778,-117.228491,3998,,,,817124,University City High School,CA,7133 Caminito Quintana,SingleFamily,1987,92122,16843096
3.0,3,SAN DIEGO,1630,372,https://photos.zillowstatic.com/p_d/ISu8ywsby5angt0000000000.jpg,32.858911,-117.22875,3998,2,6,,862753,University City High School,CA,3951 Caminito Silvela,SingleFamily,1988,92122,16843126
2.0,2,SAN MARCOS,1654,373,https://photos.zillowstatic.com/p_d/ISuc592ynee9ea1000000000.jpg,33.123936,-117.196956,10890,1,,,651917,San Marcos High School,CA,1059 La Reina Dr,SingleFamily,1965,92078,16670963
2.0,2,SAN MARCOS,1700,374,https://photos.zillowstatic.com/p_d/ISi36iqdq53xef0000000000.jpg,33.122296,-117.198353,7501,1,9,Garage - Attached,700724,San Marcos High School,CA,1109 San Pablo Dr,SingleFamily,1966,92078,16671034
3.0,4,SAN MARCOS,1794,375,https://photos.zillowstatic.com/p_d/ISa992ed81ivwl1000000000.jpg,33.126558,-117.194148,7501,2,10,Garage - Attached,626161,San Marcos High School,CA,1001 Wren Way,SingleFamily,1978,92078,16671495
3.0,4,SAN MARCOS,1794,376,,33.126088,-117.194438,5227,,,Garage - Attached,598625,San Marcos High School,CA,1006 Wren Way,SingleFamily,1978,92078,16671500
3.0,4,SAN MARCOS,1974,377,https://photos.zillowstatic.com/p_d/ISm2sde8c0l2b70000000000.jpg,33.126951,-117.192369,7501,2,8,Garage - Attached,626301,San Marcos High School,CA,1001 Mockingbird Ln,SingleFamily,1974,92078,16671812
3.0,4,SAN MARCOS,1794,378,https://photos.zillowstatic.com/p_d/ISah3jtmp2w12h0000000000.jpg,33.12471,-117.1931,4700,2,9,Garage - Attached,599569,San Marcos High School,CA,1115 Pheasant Ct,SingleFamily,1977,92078,16671836
3.0,4,San Marcos,1838,379,https://photos.zillowstatic.com/p_d/ISad8op1msxstd1000000000.jpg,33.124864,-117.193106,4700,2,11,"Garage - Attached, Off-street",632518,San Marcos High School,CA,1109 Pheasant Ct,SingleFamily,1978,92078,16671837
2.5,3,SAN MARCOS,1630,380,https://photos.zillowstatic.com/p_d/ISqlpz96pugho00000000000.jpg,33.129147,-117.188002,7501,2,,"Garage - Attached, Off-street",606134,San Marcos High School,CA,733 Crestview Ct,SingleFamily,1988,92078,16672190
2.0,2,SAN MARCOS,1116,381,https://photos.zillowstatic.com/p_d/ISyz9zkzeot92g1000000000.jpg,33.127696,-117.186569,7501,1,,,495008,San Marcos High School,CA,811 Applewilde Dr,SingleFamily,1986,92078,16672202
3.0,4,San Marcos,2118,382,https://photos.zillowstatic.com/p_d/ISy7c6unm0elr30000000000.jpg,33.127518,-117.186075,7501,2,8,Garage - Attached,679308,San Marcos High School,CA,821 Applewilde Dr,SingleFamily,1993,92078,16672230
2.0,3,SAN MARCOS,1482,383,https://photos.zillowstatic.com/p_d/ISq9w8oceuopo40000000000.jpg,33.126488,-117.189689,7501,1,7,Garage - Attached,584517,San Marcos High School,CA,984 Gardenia Ct,SingleFamily,1994,92078,16672541
3.0,4,SAN MARCOS,1905,384,https://photos.zillowstatic.com/p_d/IS2zzxpk05f9ri0000000000.jpg,33.124989,-117.189021,7501,,,,637386,San Marcos High School,CA,1005 Honeysuckle Dr,SingleFamily,1993,92078,16672575
3.0,4,SAN MARCOS,2687,385,https://photos.zillowstatic.com/p_d/ISqdbfqve4h3400000000000.jpg,33.126099,-117.183331,7501,2,10,"Garage - Attached, Off-street, On-street",789791,San Marcos High School,CA,792 Windridge Cir,SingleFamily,1995,92078,16672677
2.5,3,San Marcos,2363,386,https://photos.zillowstatic.com/p_d/ISmycjhdbm1jfm0000000000.jpg,33.11918,-117.196407,10890,,,,843017,San Marcos High School,CA,1224 San Pablo Dr,SingleFamily,1969,92078,16673943
2.0,3,SAN MARCOS,1988,387,https://photos.zillowstatic.com/p_d/ISijm5w3vwty3w1000000000.jpg,33.119843,-117.195895,9600,1,,"Garage - Attached, Off-street",727599,San Marcos High School,CA,1203 San Pablo Dr,SingleFamily,1977,92078,16673949
2.0,3,SAN MARCOS,2041,388,https://photos.zillowstatic.com/p_d/ISu0whhsqeqp7y0000000000.jpg,33.123908,-117.195845,8593,1,9,,776582,San Marcos High School,CA,1048 La Sombra Dr,SingleFamily,1981,92078,16674056
3.0,3,SAN MARCOS,2451,389,https://photos.zillowstatic.com/p_d/IS1j79v0ny8csc0000000000.jpg,33.122036,-117.196162,10890,1,6,Garage - Attached,833335,San Marcos High School,CA,1111 Jugador Ct,SingleFamily,1989,92078,16674065
4.0,3,SAN MARCOS,3000,390,https://photos.zillowstatic.com/p_d/ISadweisuna0u70000000000.jpg,33.120928,-117.19572,12084,1,13,Garage - Attached,893710,San Marcos High School,CA,1152 Jugador Ct,SingleFamily,1984,92078,16674072
3.0,3,SAN MARCOS,2236,391,https://photos.zillowstatic.com/p_d/IS2rps4i8w9p2t1000000000.jpg,33.12234,-117.191334,18092,1,11,Garage - Attached,784738,San Marcos High School,CA,1075 Cima Dr,SingleFamily,1979,92078,16674187
3.0,3,San Marcos,2216,392,https://photos.zillowstatic.com/p_d/ISme9b90xlpd5k0000000000.jpg,33.11828,-117.193201,20909,1,9,"Garage - Attached, Off-street",851058,San Marcos High School,CA,1271 Las Vistillas Ln,SingleFamily,1989,92078,16675007
3.0,3,La Jolla,3379,393,https://photos.zillowstatic.com/p_d/ISqpccqeyfujcf0000000000.jpg,32.851909,-117.24294,39640,3,10,,2667931,La Jolla High School,CA,7799 Starlight Dr,SingleFamily,1978,92037,16839752
4.0,5,La Jolla,2820,394,https://photos.zillowstatic.com/p_d/IS2rdbjkiqelwb1000000000.jpg,32.847271,-117.258351,10018,,,,2207638,La Jolla High School,CA,2005 Soledad Ave,SingleFamily,1940,92037,16851267
2.0,3,LA JOLLA,2958,395,https://photos.zillowstatic.com/p_d/ISu0wxxzflchin0000000000.jpg,32.862791,-117.25272,10890,,9,Carport,2737160,La Jolla High School,CA,8553 La Jolla Shores Dr,SingleFamily,1959,92037,16838533
3.0,5,LA JOLLA,2573,396,https://photos.zillowstatic.com/p_d/ISq90wsid31dul1000000000.jpg,32.859929,-117.251922,24393,1,,Garage - Attached,3580111,La Jolla High School,CA,2360 Calle Del Oro,SingleFamily,1955,92037,16838544
3.0,5,LA JOLLA,3870,397,https://photos.zillowstatic.com/p_d/IS2znsdmdex0qv1000000000.jpg,32.859955,-117.247115,20037,2,12,Garage - Attached,2536272,La Jolla High School,CA,8433 Prestwick Dr,SingleFamily,1970,92037,16838563
5.0,4,LA JOLLA,4690,398,,32.854402,-117.251232,21780,1,,Garage - Attached,3872766,La Jolla High School,CA,2416 Avenida De La Playa,SingleFamily,1966,92037,16838948
4.0,5,LA JOLLA,3814,399,https://photos.zillowstatic.com/p_d/ISybrwzuzxv3wu0000000000.jpg,32.853327,-117.253028,24393,1,,Garage - Detached,3807190,La Jolla High School,CA,2315 Avenida De La Playa,SingleFamily,1965,92037,16839052
3.0,4,LA JOLLA,2452,400,https://photos.zillowstatic.com/p_d/ISuk3tqjgbp6350000000000.jpg,32.84886,-117.254723,10890,1,9,Garage - Attached,2478848,La Jolla High School,CA,7780 Roseland Dr,SingleFamily,1950,92037,16839282
4.0,4,LA JOLLA,3634,401,https://photos.zillowstatic.com/p_d/ISyjpgcb8mhcxl0000000000.jpg,32.848315,-117.25459,19166,1,,Garage - Detached,2751199,La Jolla High School,CA,11 E Roseland Dr,SingleFamily,1955,92037,16839408
6.0,4,LA JOLLA,3900,402,https://photos.zillowstatic.com/p_d/ISyfqivurzfq0c1000000000.jpg,32.845156,-117.246852,54885,1,,,4150536,La Jolla High School,CA,2810 Hidden Valley Rd,SingleFamily,1955,92037,16839671
5.5,5,LA JOLLA,4518,403,https://photos.zillowstatic.com/p_d/IS2f8f5chjq1dr1000000000.jpg,32.846308,-117.250037,43560,,,Garage - Attached,4145374,La Jolla High School,CA,2695 Hidden Valley Rd,SingleFamily,2018,92037,16839697
3.0,3,LA JOLLA,3044,404,https://photos.zillowstatic.com/p_d/IS62dtuekqds8q1000000000.jpg,32.84968,-117.245655,20126,2,12,"Carport, Off-street",1881148,La Jolla High School,CA,7834 Esterel Dr,SingleFamily,1965,92037,16839723
5.0,5,LA JOLLA,6242,405,https://photos.zillowstatic.com/p_d/ISybvjk1uryuvs1000000000.jpg,32.850805,-117.24263,23958,,,Garage - Attached,4327476,La Jolla High School,CA,7777 Starlight Dr,SingleFamily,1987,92037,16839762
3.0,5,LA JOLLA,2552,406,https://photos.zillowstatic.com/p_d/IS1jbkeqhue5yo1000000000.jpg,32.863329,-117.24427,13329,1,,,1835796,La Jolla High School,CA,2883 Inverness Dr,SingleFamily,1968,92037,16839793
3.0,4,LA JOLLA,2522,407,https://photos.zillowstatic.com/p_d/IS2bp1z5xwf6zi1000000000.jpg,32.861417,-117.24629,10318,1,12,Garage - Attached,1834448,La Jolla High School,CA,2732 Inverness Dr,SingleFamily,1968,92037,16839832
2.5,4,LA JOLLA,2612,408,,32.860796,-117.241839,10890,1,,,1686132,La Jolla High School,CA,2835 Cliffridge Ct,SingleFamily,1971,92037,16839908
3.0,4,LA JOLLA,2784,409,https://photos.zillowstatic.com/p_d/IS-1m92oxs5wq7od.jpg,32.861826,-117.238661,10200,1,9,Garage - Attached,1950918,La Jolla High School,CA,3036 Cranbrook Ct,SingleFamily,1961,92037,16840172
3.0,4,LA JOLLA,3012,410,https://photos.zillowstatic.com/p_d/ISifjolgxo3esa1000000000.jpg,32.847118,-117.267852,10890,2,,Garage - Attached,2233336,La Jolla High School,CA,1466 Torrey Pines Rd,SingleFamily,1953,92037,16848192
3.0,3,LA JOLLA,2152,411,,32.846034,-117.265496,14540,2,,Garage - Attached,3056980,La Jolla High School,CA,7709 Prospect Pl,SingleFamily,1952,92037,16848223
3.0,4,LAKESIDE,1749,412,https://photos.zillowstatic.com/p_d/ISyrbny43zpr6x1000000000.jpg,32.836644,-116.912162,10890,,,,558302,River Valley Charter School,CA,8864 Cambridge Ct,SingleFamily,1987,92040,16898801
3.0,4,LAKESIDE,2284,413,https://photos.zillowstatic.com/p_d/ISyv2f1wen40ee0000000000.jpg,32.835467,-116.922652,21780,2,,,582614,River Valley Charter School,CA,8733 Bridannela Trl,SingleFamily,2000,92040,16897630
3.0,4,LAKESIDE,2284,414,https://photos.zillowstatic.com/p_d/IS6yha0x2t2ddy0000000000.jpg,32.835841,-116.923024,21780,2,,,583449,River Valley Charter School,CA,8755 Bridannela Trl,SingleFamily,2000,92040,16897631
2.0,4,LAKESIDE,2120,415,https://photos.zillowstatic.com/p_d/ISyvynx7zax4v41000000000.jpg,32.835284,-116.923312,54450,2,18,"Carport, Garage - Attached, Off-street",567886,River Valley Charter School,CA,8752 Sky Rim Dr,SingleFamily,1990,92040,16897633
2.0,3,LAKESIDE,1894,416,https://photos.zillowstatic.com/p_d/IS6uqyl7tx7mj20000000000.jpg,32.835608,-116.906069,10890,3,7,"Carport, Off-street",547827,River Valley Charter School,CA,8721 Los Coches Rd,SingleFamily,1972,92040,16897903
2.0,5,LAKESIDE,2070,417,https://photos.zillowstatic.com/p_d/ISyjp82edxzvst1000000000.jpg,32.833686,-116.908648,10890,2,10,Garage - Attached,572742,River Valley Charter School,CA,13221 Vanguard Way,SingleFamily,1960,92040,16897951
2.0,3,LAKESIDE,1211,418,https://photos.zillowstatic.com/p_d/ISalua8746rnjb0000000000.jpg,32.834032,-116.910286,10890,1,6,Garage - Attached,466152,River Valley Charter School,CA,13201 Lamplite Ln,SingleFamily,1961,92040,16898002
2.0,3,LAKESIDE,1321,419,https://photos.zillowstatic.com/p_d/ISax3qbfixm0y51000000000.jpg,32.833334,-116.911787,7501,1,5,Garage - Attached,480904,River Valley Charter School,CA,13124 Lamplite Ln,SingleFamily,2002,92040,16898011
3.0,4,LAKESIDE,2649,420,,32.837066,-116.927552,10890,,,Garage - Attached,619827,River Valley Charter School,CA,12025 Thistle Braes Ter,SingleFamily,1960,92040,16898174
2.0,3,LAKESIDE,2169,421,https://photos.zillowstatic.com/p_d/ISyj9gpwz4jvq80000000000.jpg,32.836533,-116.927703,16315,1,6,,521104,River Valley Charter School,CA,12198 Gay Rio Dr,SingleFamily,1957,92040,16898180
3.0,3,LAKESIDE,2978,422,https://photos.zillowstatic.com/p_d/ISpt3sv3h4kzio0000000000.jpg,32.835493,-116.924305,33106,2,,,664555,River Valley Charter School,CA,12110 Gay Rio Way,SingleFamily,1985,92040,16898260
2.0,3,LAKESIDE,1428,423,,32.834204,-116.90693,20908,1,,,433309,River Valley Charter School,CA,8710 Los Coches Rd,SingleFamily,1930,92040,16898311
3.0,4,LAKESIDE,2012,424,https://photos.zillowstatic.com/p_d/ISqlpfqpvw9tg50000000000.jpg,32.83636,-116.918554,10890,2,7,,564504,River Valley Charter School,CA,8759 Via Diego Ter,SingleFamily,1979,92040,16898653
2.0,3,LAKESIDE,1741,425,https://photos.zillowstatic.com/p_d/ISy35mimtw0tao0000000000.jpg,32.837051,-116.917964,10890,1,7,"Garage - Attached, Off-street, On-street",553688,River Valley Charter School,CA,8785 Via Diego Ter,SingleFamily,1979,92040,16898657
2.0,4,LAKESIDE,1730,426,https://photos.zillowstatic.com/p_d/ISmu5v2bsfqpht1000000000.jpg,32.837069,-116.917338,10890,,,,520338,River Valley Charter School,CA,12502 Via Diego,SingleFamily,1979,92040,16898721
2.0,3,LAKESIDE,1395,427,https://photos.zillowstatic.com/p_d/ISyr788btn3opi0000000000.jpg,32.834131,-116.911552,10890,,,,507475,River Valley Charter School,CA,13161 Wellington Hill Dr,SingleFamily,1986,92040,16898776
2.5,3,LAKESIDE,1749,428,https://photos.zillowstatic.com/p_d/ISe0pjcr6dry1h1000000000.jpg,32.836869,-116.910766,10890,,,,550048,River Valley Charter School,CA,13339 Wellington Hill Dr,SingleFamily,1987,92040,16898819
3.0,3,LAKESIDE,1837,429,https://photos.zillowstatic.com/p_d/ISme1xcv98p8ux1000000000.jpg,32.832558,-116.910197,,,6,,546486,River Valley Charter School,CA,13326 Cuyamaca Vista Dr,SingleFamily,2016,92040,125982276
3.0,4,LAKESIDE,1748,430,https://photos.zillowstatic.com/p_d/ISucheir1219aq0000000000.jpg,32.831747,-116.909488,7501,2,,Garage - Attached,493302,River Valley Charter School,CA,13223 Midnight Star Way,Townhouse,2016,92040,125983170
2.5,3,CHULA VISTA,1607,431,https://photos.zillowstatic.com/p_d/ISustmtoqojc5b0000000000.jpg,32.644342,-116.955726,3998,,,,546453,Eastlake High School,CA,1115 Calle Tesoro,SingleFamily,1998,91915,17146440
3.0,4,CHULA VISTA,2740,432,https://photos.zillowstatic.com/p_d/IS5um7adnojhvx0000000000.jpg,32.639028,-116.956249,7501,2,4,Garage - Attached,666923,Eastlake High School,CA,1236 Indian Creek Dr,SingleFamily,1998,91915,17185863
4.0,5,CHULA VISTA,3466,433,https://photos.zillowstatic.com/p_d/ISijaoyorjagqh1000000000.jpg,32.633893,-116.953733,10890,,,,833387,Eastlake High School,CA,2451 Riviera Dr,SingleFamily,1998,91915,17186244
3.0,4,CHULA VISTA,2578,434,https://photos.zillowstatic.com/p_d/ISukbr2y8wrnyq0000000000.jpg,32.633803,-116.955881,7501,,,,668853,Eastlake High School,CA,1311 Silverado Dr,SingleFamily,1999,91915,17186273
2.5,3,CHULA VISTA,1448,435,https://photos.zillowstatic.com/p_d/ISmycrredh1hr91000000000.jpg,32.630589,-116.951948,3920,2,,Garage - Attached,535813,Eastlake High School,CA,1500 Ashford Castle Dr,SingleFamily,2000,91915,17186556
2.5,3,CHULA VISTA,1304,436,https://photos.zillowstatic.com/p_d/ISynw4bl6djl370000000000.jpg,32.630223,-116.953258,3998,2,,,519560,Eastlake High School,CA,1467 Ashford Castle Dr,SingleFamily,2000,91915,17186594
2.5,3,CHULA VISTA,2178,437,https://photos.zillowstatic.com/p_d/ISe0xdhhwi73pk1000000000.jpg,32.637136,-116.954783,5254,,,"Off-street, On-street",625230,Eastlake High School,CA,1296 Indian Creek Dr,SingleFamily,2000,91915,17186599
2.5,3,CHULA VISTA,2383,438,https://photos.zillowstatic.com/p_d/IS2bxjq1tizbx50000000000.jpg,32.63691,-116.954559,5167,2,,,648992,Eastlake High School,CA,1304 Indian Creek Dr,SingleFamily,2000,91915,17186601
3.0,3,CHULA VISTA,1793,439,https://photos.zillowstatic.com/p_d/ISu8auqdg36jwc1000000000.jpg,32.637402,-116.951923,4178,2,6,Garage - Attached,581019,Eastlake High School,CA,1332 Thunder Spring Dr,SingleFamily,2000,91915,21698602
2.5,3,Chula Vista,1740,440,https://photos.zillowstatic.com/p_d/ISyf2smb2w9ju91000000000.jpg,32.634605,-116.937135,3998,,,,543688,Eastlake High School,CA,2844 Bear Valley Rd,SingleFamily,2004,91915,64453727
2.5,4,Chula Vista,2392,441,https://photos.zillowstatic.com/p_d/IS9dc3ke18zjx21000000000.jpg,32.640286,-116.95141,7501,,,,630678,Eastlake High School,CA,2566 Noble Canyon Rd,SingleFamily,2001,91915,52523525
3.0,3,CHULA VISTA,1918,442,https://photos.zillowstatic.com/p_d/ISq9wsfngfvmeg1000000000.jpg,32.640501,-116.952167,7501,2,,"Garage - Attached, Off-street",595820,Eastlake High School,CA,2554 Noble Canyon Rd,SingleFamily,2000,91915,48181470
2.5,4,CHULA VISTA,2392,443,https://photos.zillowstatic.com/p_d/ISekoojmy5a1qg1000000000.jpg,32.640991,-116.953194,7501,2,,,630859,Eastlake High School,CA,2571 Walking Stick Ct,SingleFamily,2001,91915,49942282
2.5,4,CHULA VISTA,1793,444,https://photos.zillowstatic.com/p_d/IShndpop1hfl310000000000.jpg,32.636951,-116.950553,4124,,,,586256,Eastlake High School,CA,1358 Silver Springs Dr,SingleFamily,2001,91915,49942294
3.0,3,CHULA VISTA,1563,445,https://photos.zillowstatic.com/p_d/ISma6em8j73g3r1000000000.jpg,32.636397,-116.950444,3998,2,,,556967,Eastlake High School,CA,2536 Flinn Springs Rd,SingleFamily,2001,91915,50205163
3.0,3,CHULA VISTA,1563,446,https://photos.zillowstatic.com/p_d/ISivny4zmwdtl30000000000.jpg,32.636454,-116.950962,7501,2,8,"Garage - Attached, Off-street",561186,Eastlake High School,CA,1364 Thunder Spring Dr,SingleFamily,2001,91915,50205166
2.5,4,CHULA VISTA,2158,447,https://photos.zillowstatic.com/p_d/IS6yhia6b40r6f1000000000.jpg,32.640904,-116.952026,7501,2,,Garage - Attached,623425,Eastlake High School,CA,2549 Noble Canyon Rd,SingleFamily,2002,91915,51081437
3.0,3,CHULA VISTA,2356,448,https://photos.zillowstatic.com/p_d/ISuoekajo8bqvi0000000000.jpg,32.637334,-116.948991,7501,2,7,Garage - Attached,623223,Eastlake High School,CA,1359 Granite Springs Dr,SingleFamily,2001,91915,51081513
3.0,4,CHULA VISTA,2356,449,https://photos.zillowstatic.com/p_d/ISyvu0h8t9tzsh0000000000.jpg,32.636705,-116.949655,7501,2,8,Garage - Attached,632115,Eastlake High School,CA,1375 Silver Springs Dr,SingleFamily,2002,91915,51081553
3.0,4,CHULA VISTA,2564,450,https://photos.zillowstatic.com/p_d/ISax7pxmjifk730000000000.jpg,32.63456,-116.948298,7501,2,7,"Garage - Attached, Off-street",687816,Eastlake High School,CA,2568 Green Valley Rd,SingleFamily,2002,91915,51081591
